Invoice_ID,Date,Customer_ID,Product_ID,Product_Name,Category,Quantity,Unit_Price,Sales,Cost,Profit,Region,Payment_Method,Year,Month,Month_Name,Month_Year,Quarter,Weekday,Week_Number,Profit_Margin_%,Revenue_Per_Unit,Is_Weekend,High_Value_Order
INV00499,2023-06-22,CUST1108,Product4075,Nebulizer,Medical Devices,7,2640.79,18485.53,12664.54,5820.99,Central Branch,Credit Card,2023,6,Jun,Jun-2023,Q2,Thursday,25,31.49,2640.79,False,True
INV00500,2023-04-06,CUST1006,Product3671,Knee Support,Medical Devices,6,1103.74,6622.44,4510.92,2111.52,North Branch,Upi,2023,4,Apr,Apr-2023,Q2,Thursday,14,31.88,1103.74,False,True
INV00501,2023-04-06,CUST1081,Product1808,Zinc Tablets,Supplements & Vitamins,3,1019.91,3059.73,1749.52,1310.21,West Branch,Insurance,2023,4,Apr,Apr-2023,Q2,Thursday,14,42.82,1019.91,False,False
INV00502,2023-07-12,CUST1003,Product8483,Protein Powder,Supplements & Vitamins,6,1011.45,6068.7,3883.1,2185.6,West Branch,Debit Card,2023,7,Jul,Jul-2023,Q3,Wednesday,28,36.01,1011.45,False,True
INV00503,2023-08-21,CUST1083,Product1124,Hair Oil,Cosmetics & Skincare,6,566.03,3396.18,2275.11,1121.07,North Branch,Credit Card,2023,8,Aug,Aug-2023,Q3,Monday,34,33.01,566.03,False,True
INV00504,2023-10-08,CUST1112,Product4096,Tulsi Drops,Herbal & Ayurvedic,7,338.39,2368.73,1348.05,1020.68,West Branch,Credit Card,2023,10,Oct,Oct-2023,Q4,Sunday,40,43.09,338.39,True,False
INV00505,2023-05-07,CUST1078,Product9307,Ors Sachets,Otc Medicines,2,47.76,95.52,68.91,26.61,North Branch,Cash,2023,5,May,May-2023,Q2,Sunday,18,27.86,47.76,True,False
INV00506,2023-08-02,CUST1126,Product6695,Ibuprofen 400Mg,Otc Medicines,3,97.55,292.65,185.53,107.12,Central Branch,Cash,2023,8,Aug,Aug-2023,Q3,Wednesday,31,36.6,97.55,False,False
INV00507,2023-11-27,CUST1018,Product2012,Antacid Syrup,Otc Medicines,1,158.48,158.48,125.18,33.3,North Branch,Debit Card,2023,11,Nov,Nov-2023,Q4,Monday,48,21.01,158.48,False,False
INV00508,2023-08-27,CUST1077,Product6877,Omega-3 Capsules,Supplements & Vitamins,6,970.7,5824.2,3911.38,1912.82,South Branch,Insurance,2023,8,Aug,Aug-2023,Q3,Sunday,34,32.84,970.7,True,True
INV00509,2023-03-13,CUST1141,Product2789,Ibuprofen 400Mg,Otc Medicines,3,196.67,590.01,405.21,184.8,West Branch,Insurance,2023,3,Mar,Mar-2023,Q1,Monday,11,31.32,196.67,False,False
INV00510,2023-01-08,CUST1036,Product3843,Multivitamin Tablets,Supplements & Vitamins,7,385.53,2698.71,1871.5,827.21,Central Branch,Credit Card,2023,1,Jan,Jan-2023,Q1,Sunday,1,30.65,385.53,True,False
INV00511,2023-09-27,CUST1124,Product2404,Baby Food 200G,Baby & Mother Care,7,1321.55,9250.85,7431.16,1819.69,South Branch,Upi,2023,9,Sep,Sep-2023,Q3,Wednesday,39,19.67,1321.55,False,True
INV00512,2023-10-02,CUST1021,Product5159,Nebulizer,Medical Devices,3,1850.05,5550.15,3947.48,1602.67,Central Branch,Credit Card,2023,10,Oct,Oct-2023,Q4,Monday,40,28.88,1850.05,False,True
INV00513,2023-11-22,CUST1150,Product5319,Glucometer,Medical Devices,7,792.48,5547.36,4549.67,997.69,West Branch,Credit Card,2023,11,Nov,Nov-2023,Q4,Wednesday,47,17.98,792.48,False,True
INV00514,2023-02-03,CUST1062,Product2909,Cough Syrup,Otc Medicines,6,31.44,188.64,136.13,52.51,Central Branch,Debit Card,2023,2,Feb,Feb-2023,Q1,Friday,5,27.84,31.44,False,False
INV00515,2023-11-25,CUST1038,Product7382,Pulse Oximeter,Medical Devices,6,1379.4,8276.4,6518.64,1757.76,East Branch,Debit Card,2023,11,Nov,Nov-2023,Q4,Saturday,47,21.24,1379.4,True,True
INV00516,2023-12-04,CUST1087,Product7781,Ashwagandha Tablets,Herbal & Ayurvedic,4,430.01,1720.04,1015.51,704.53,Central Branch,Insurance,2023,12,Dec,Dec-2023,Q4,Monday,49,40.96,430.01,False,False
INV00517,2023-10-17,CUST1137,Product5713,Protein Powder,Supplements & Vitamins,6,854.83,5128.98,3499.7,1629.28,Central Branch,Credit Card,2023,10,Oct,Oct-2023,Q4,Tuesday,42,31.77,854.83,False,True
INV00518,2023-06-12,CUST1083,Product1287,Turmeric Capsules,Herbal & Ayurvedic,4,588.19,2352.76,1405.59,947.17,North Branch,Upi,2023,6,Jun,Jun-2023,Q2,Monday,24,40.26,588.19,False,False
INV00519,2023-09-30,CUST1088,Product3176,Cetirizine 10Mg,Otc Medicines,4,167.33,669.32,452.62,216.7,Central Branch,Debit Card,2023,9,Sep,Sep-2023,Q3,Saturday,39,32.38,167.33,True,False
INV00520,2023-11-02,CUST1092,Product8135,Zinc Tablets,Supplements & Vitamins,5,968.49,4842.45,3612.23,1230.22,West Branch,Cash,2023,11,Nov,Nov-2023,Q4,Thursday,44,25.4,968.49,False,True
INV00521,2023-04-16,CUST1019,Product7553,Ciprofloxacin 500Mg,Prescription Drugs,4,681.31,2725.24,2053.1,672.14,West Branch,Insurance,2023,4,Apr,Apr-2023,Q2,Sunday,15,24.66,681.31,True,False
INV00522,2023-07-14,CUST1113,Product3229,Omega-3 Capsules,Supplements & Vitamins,3,1162.01,3486.03,2496.8,989.23,South Branch,Debit Card,2023,7,Jul,Jul-2023,Q3,Friday,28,28.38,1162.01,False,True
INV00523,2023-06-15,CUST1096,Product5873,Paracetamol 500Mg,Otc Medicines,2,209.87,419.74,299.77,119.97,West Branch,Cash,2023,6,Jun,Jun-2023,Q2,Thursday,24,28.58,209.87,False,False
INV00524,2023-02-11,CUST1022,Product9376,Moisturizer Cream,Cosmetics & Skincare,1,519.0,519.0,266.37,252.63,Central Branch,Upi,2023,2,Feb,Feb-2023,Q1,Saturday,6,48.68,519.0,True,False
INV00525,2023-06-09,CUST1066,Product7155,Moisturizer Cream,Cosmetics & Skincare,3,135.08,405.24,182.67,222.57,South Branch,Cash,2023,6,Jun,Jun-2023,Q2,Friday,23,54.92,135.08,False,False
INV00526,2023-08-14,CUST1066,Product2409,Amlodipine 5Mg,Prescription Drugs,2,90.54,181.08,156.99,24.09,West Branch,Insurance,2023,8,Aug,Aug-2023,Q3,Monday,33,13.3,90.54,False,False
INV00527,2023-04-11,CUST1125,Product1279,Ashwagandha Tablets,Herbal & Ayurvedic,6,286.9,1721.4,1023.59,697.81,West Branch,Insurance,2023,4,Apr,Apr-2023,Q2,Tuesday,15,40.54,286.9,False,False
INV00528,2023-06-11,CUST1150,Product7135,Bp Monitor,Medical Devices,6,587.61,3525.66,2573.09,952.57,South Branch,Insurance,2023,6,Jun,Jun-2023,Q2,Sunday,23,27.02,587.61,True,True
INV00529,2023-12-02,CUST1096,Product8697,Breast Pump,Baby & Mother Care,5,524.83,2624.15,1876.02,748.13,Central Branch,Insurance,2023,12,Dec,Dec-2023,Q4,Saturday,48,28.51,524.83,True,False
INV00530,2023-07-06,CUST1149,Product6874,Baby Powder,Baby & Mother Care,7,121.53,850.71,651.31,199.4,Central Branch,Insurance,2023,7,Jul,Jul-2023,Q3,Thursday,27,23.44,121.53,False,False
INV00531,2023-12-03,CUST1046,Product6919,Maternity Pads,Baby & Mother Care,7,178.61,1250.27,854.03,396.24,Central Branch,Upi,2023,12,Dec,Dec-2023,Q4,Sunday,48,31.69,178.61,True,False
INV00532,2023-04-08,CUST1027,Product1371,Neem Capsules,Herbal & Ayurvedic,1,512.39,512.39,291.43,220.96,Central Branch,Upi,2023,4,Apr,Apr-2023,Q2,Saturday,14,43.12,512.39,True,False
INV00533,2023-10-14,CUST1083,Product6229,Giloy Juice,Herbal & Ayurvedic,6,141.47,848.82,662.07,186.75,East Branch,Cash,2023,10,Oct,Oct-2023,Q4,Saturday,41,22.0,141.47,True,False
INV00534,2023-07-31,CUST1029,Product1325,Teething Gel,Baby & Mother Care,7,1245.08,8715.56,5587.71,3127.85,East Branch,Upi,2023,7,Jul,Jul-2023,Q3,Monday,31,35.89,1245.08,False,True
INV00535,2023-08-07,CUST1087,Product8754,Ashwagandha Tablets,Herbal & Ayurvedic,7,277.59,1943.13,1244.3,698.83,North Branch,Cash,2023,8,Aug,Aug-2023,Q3,Monday,32,35.96,277.59,False,False
INV00536,2023-08-06,CUST1046,Product2986,Turmeric Capsules,Herbal & Ayurvedic,6,310.93,1865.58,1226.94,638.64,East Branch,Insurance,2023,8,Aug,Aug-2023,Q3,Sunday,31,34.23,310.93,True,False
INV00537,2023-07-13,CUST1070,Product5103,Ciprofloxacin 500Mg,Prescription Drugs,2,446.88,893.76,740.99,152.77,Central Branch,Insurance,2023,7,Jul,Jul-2023,Q3,Thursday,28,17.09,446.88,False,False
INV00538,2023-12-30,CUST1109,Product4144,Glucometer,Medical Devices,1,2323.67,2323.67,1915.48,408.19,West Branch,Insurance,2023,12,Dec,Dec-2023,Q4,Saturday,52,17.57,2323.67,True,False
INV00539,2023-06-22,CUST1141,Product7331,Neem Capsules,Herbal & Ayurvedic,3,339.98,1019.94,624.25,395.69,East Branch,Upi,2023,6,Jun,Jun-2023,Q2,Thursday,25,38.8,339.98,False,False
INV00540,2023-12-08,CUST1042,Product1857,Azithromycin 500Mg,Prescription Drugs,4,421.14,1684.56,1316.08,368.48,East Branch,Debit Card,2023,12,Dec,Dec-2023,Q4,Friday,49,21.87,421.14,False,False
INV00541,2023-01-20,CUST1012,Product6326,Omega-3 Capsules,Supplements & Vitamins,7,764.84,5353.88,3290.8,2063.08,East Branch,Debit Card,2023,1,Jan,Jan-2023,Q1,Friday,3,38.53,764.84,False,True
INV00542,2023-01-11,CUST1019,Product3949,Turmeric Capsules,Herbal & Ayurvedic,6,105.01,630.06,448.6,181.46,South Branch,Debit Card,2023,1,Jan,Jan-2023,Q1,Wednesday,2,28.8,105.01,False,False
INV00543,2023-12-21,CUST1118,Product2966,Breast Pump,Baby & Mother Care,6,1021.07,6126.42,4835.07,1291.35,East Branch,Insurance,2023,12,Dec,Dec-2023,Q4,Thursday,51,21.08,1021.07,False,True
INV00544,2023-06-03,CUST1051,Product2652,Giloy Juice,Herbal & Ayurvedic,7,322.41,2256.87,1661.77,595.1,West Branch,Debit Card,2023,6,Jun,Jun-2023,Q2,Saturday,22,26.37,322.41,True,False
INV00545,2023-03-30,CUST1116,Product6599,Heating Pad,Medical Devices,5,1310.47,6552.35,5494.96,1057.39,Central Branch,Cash,2023,3,Mar,Mar-2023,Q1,Thursday,13,16.14,1310.47,False,True
INV00546,2023-08-03,CUST1028,Product1746,Ciprofloxacin 500Mg,Prescription Drugs,6,316.57,1899.42,1559.04,340.38,Central Branch,Credit Card,2023,8,Aug,Aug-2023,Q3,Thursday,31,17.92,316.57,False,False
INV00547,2023-12-19,CUST1030,Product5443,Ashwagandha Tablets,Herbal & Ayurvedic,2,504.2,1008.4,678.3,330.1,West Branch,Debit Card,2023,12,Dec,Dec-2023,Q4,Tuesday,51,32.74,504.2,False,False
INV00548,2023-03-20,CUST1102,Product1506,Atorvastatin 20Mg,Prescription Drugs,6,353.14,2118.84,1728.73,390.11,North Branch,Debit Card,2023,3,Mar,Mar-2023,Q1,Monday,12,18.41,353.14,False,False
INV00549,2023-03-28,CUST1007,Product2192,Tulsi Drops,Herbal & Ayurvedic,6,417.08,2502.48,1916.57,585.91,North Branch,Credit Card,2023,3,Mar,Mar-2023,Q1,Tuesday,13,23.41,417.08,False,False
INV00550,2023-08-18,CUST1001,Product6867,Ibuprofen 400Mg,Otc Medicines,1,218.6,218.6,149.45,69.15,East Branch,Insurance,2023,8,Aug,Aug-2023,Q3,Friday,33,31.63,218.6,False,False
INV00551,2023-08-06,CUST1071,Product8345,Pulse Oximeter,Medical Devices,2,421.88,843.76,612.58,231.18,West Branch,Cash,2023,8,Aug,Aug-2023,Q3,Sunday,31,27.4,421.88,True,False
INV00552,2023-10-19,CUST1123,Product6930,Omeprazole 20Mg,Prescription Drugs,3,169.69,509.07,427.27,81.8,South Branch,Insurance,2023,10,Oct,Oct-2023,Q4,Thursday,42,16.07,169.69,False,False
INV00553,2023-01-16,CUST1031,Product5516,B-Complex,Supplements & Vitamins,1,566.13,566.13,382.66,183.47,East Branch,Debit Card,2023,1,Jan,Jan-2023,Q1,Monday,3,32.41,566.13,False,False
INV00554,2023-05-12,CUST1108,Product7411,Ciprofloxacin 500Mg,Prescription Drugs,6,661.45,3968.7,3119.95,848.75,East Branch,Credit Card,2023,5,May,May-2023,Q2,Friday,19,21.39,661.45,False,True
INV00555,2023-09-10,CUST1090,Product3646,Breast Pump,Baby & Mother Care,2,543.62,1087.24,849.09,238.15,North Branch,Credit Card,2023,9,Sep,Sep-2023,Q3,Sunday,36,21.9,543.62,True,False
INV00556,2023-03-27,CUST1146,Product8933,Cough Syrup,Otc Medicines,6,258.28,1549.68,1227.26,322.42,East Branch,Upi,2023,3,Mar,Mar-2023,Q1,Monday,13,20.81,258.28,False,False
INV00557,2023-01-12,CUST1149,Product2184,Heating Pad,Medical Devices,1,3164.21,3164.21,2595.2,569.01,East Branch,Cash,2023,1,Jan,Jan-2023,Q1,Thursday,2,17.98,3164.21,False,False
INV00558,2023-06-21,CUST1135,Product1421,B-Complex,Supplements & Vitamins,5,611.85,3059.25,1801.93,1257.32,South Branch,Debit Card,2023,6,Jun,Jun-2023,Q2,Wednesday,25,41.1,611.85,False,False
INV00559,2023-01-11,CUST1113,Product7748,Bp Monitor,Medical Devices,1,2973.19,2973.19,2410.13,563.06,West Branch,Debit Card,2023,1,Jan,Jan-2023,Q1,Wednesday,2,18.94,2973.19,False,False
INV00560,2023-07-04,CUST1144,Product6982,Baby Lotion,Baby & Mother Care,4,1410.82,5643.28,4101.4,1541.88,Central Branch,Debit Card,2023,7,Jul,Jul-2023,Q3,Tuesday,27,27.32,1410.82,False,True
INV00561,2023-09-22,CUST1150,Product7559,Maternity Pads,Baby & Mother Care,4,692.87,2771.48,2264.67,506.81,South Branch,Upi,2023,9,Sep,Sep-2023,Q3,Friday,38,18.29,692.87,False,False
INV00562,2023-11-26,CUST1015,Product9134,Knee Support,Medical Devices,5,2743.82,13719.1,10225.12,3493.98,East Branch,Credit Card,2023,11,Nov,Nov-2023,Q4,Sunday,47,25.47,2743.82,True,True
INV00563,2023-01-29,CUST1111,Product4365,Glucometer,Medical Devices,7,757.47,5302.29,3719.78,1582.51,East Branch,Insurance,2023,1,Jan,Jan-2023,Q1,Sunday,4,29.85,757.47,True,True
INV00564,2023-05-02,CUST1085,Product1556,Nebulizer,Medical Devices,3,3127.41,9382.23,7467.09,1915.14,West Branch,Insurance,2023,5,May,May-2023,Q2,Tuesday,18,20.41,3127.41,False,True
INV00565,2023-11-29,CUST1071,Product3062,Tulsi Drops,Herbal & Ayurvedic,3,536.58,1609.74,1049.05,560.69,Central Branch,Cash,2023,11,Nov,Nov-2023,Q4,Wednesday,48,34.83,536.58,False,False
INV00566,2023-01-01,CUST1110,Product6831,Chyawanprash 500G,Herbal & Ayurvedic,2,176.34,352.68,231.18,121.5,South Branch,Debit Card,2023,1,Jan,Jan-2023,Q1,Sunday,52,34.45,176.34,True,False
INV00567,2023-06-03,CUST1121,Product4862,Amoxicillin 500Mg,Prescription Drugs,2,210.81,421.62,362.46,59.16,North Branch,Insurance,2023,6,Jun,Jun-2023,Q2,Saturday,22,14.03,210.81,True,False
INV00568,2023-07-09,CUST1078,Product2819,B-Complex,Supplements & Vitamins,7,915.23,6406.61,4729.72,1676.89,Central Branch,Debit Card,2023,7,Jul,Jul-2023,Q3,Sunday,27,26.17,915.23,True,True
INV00569,2023-02-25,CUST1068,Product1813,Cetirizine 10Mg,Otc Medicines,4,76.06,304.24,240.02,64.22,East Branch,Cash,2023,2,Feb,Feb-2023,Q1,Saturday,8,21.11,76.06,True,False
INV00570,2023-10-07,CUST1025,Product2141,Metformin 850Mg,Prescription Drugs,3,825.21,2475.63,1960.75,514.88,Central Branch,Upi,2023,10,Oct,Oct-2023,Q4,Saturday,40,20.8,825.21,True,False
INV00571,2023-06-24,CUST1114,Product2784,Vitamin C 500Mg,Otc Medicines,2,243.59,487.18,336.45,150.73,West Branch,Upi,2023,6,Jun,Jun-2023,Q2,Saturday,25,30.94,243.59,True,False
INV00572,2023-08-26,CUST1051,Product8082,Giloy Juice,Herbal & Ayurvedic,3,596.11,1788.33,1295.91,492.42,Central Branch,Insurance,2023,8,Aug,Aug-2023,Q3,Saturday,34,27.54,596.11,True,False
INV00573,2023-03-17,CUST1033,Product3962,Chyawanprash 500G,Herbal & Ayurvedic,7,88.67,620.69,456.33,164.36,West Branch,Insurance,2023,3,Mar,Mar-2023,Q1,Friday,11,26.48,88.67,False,False
INV00574,2023-04-09,CUST1080,Product2366,Lip Balm,Cosmetics & Skincare,4,699.82,2799.28,1917.77,881.51,South Branch,Debit Card,2023,4,Apr,Apr-2023,Q2,Sunday,14,31.49,699.82,True,False
INV00575,2023-06-22,CUST1026,Product7040,Aloe Vera Gel,Cosmetics & Skincare,6,151.41,908.46,482.52,425.94,West Branch,Upi,2023,6,Jun,Jun-2023,Q2,Thursday,25,46.89,151.41,False,False
INV00576,2023-12-29,CUST1146,Product6974,Amoxicillin 500Mg,Prescription Drugs,6,353.69,2122.14,1640.25,481.89,Central Branch,Debit Card,2023,12,Dec,Dec-2023,Q4,Friday,52,22.71,353.69,False,False
INV00577,2023-10-28,CUST1088,Product5530,Ashwagandha Tablets,Herbal & Ayurvedic,5,325.3,1626.5,1061.62,564.88,West Branch,Credit Card,2023,10,Oct,Oct-2023,Q4,Saturday,43,34.73,325.3,True,False
INV00578,2023-12-13,CUST1109,Product8966,Vitamin C 500Mg,Otc Medicines,2,34.29,68.58,45.27,23.31,North Branch,Upi,2023,12,Dec,Dec-2023,Q4,Wednesday,50,33.99,34.29,False,False
INV00579,2023-04-11,CUST1145,Product9219,Bp Monitor,Medical Devices,5,1862.17,9310.85,7666.21,1644.64,Central Branch,Insurance,2023,4,Apr,Apr-2023,Q2,Tuesday,15,17.66,1862.17,False,True
INV00580,2023-11-27,CUST1038,Product1901,Metformin 850Mg,Prescription Drugs,1,325.66,325.66,264.93,60.73,North Branch,Upi,2023,11,Nov,Nov-2023,Q4,Monday,48,18.65,325.66,False,False
INV00581,2023-12-21,CUST1146,Product7079,Glucometer,Medical Devices,6,634.96,3809.76,3140.31,669.45,North Branch,Debit Card,2023,12,Dec,Dec-2023,Q4,Thursday,51,17.57,634.96,False,True
INV00582,2023-01-01,CUST1126,Product4553,Amlodipine 5Mg,Prescription Drugs,5,176.54,882.7,740.96,141.74,West Branch,Cash,2023,1,Jan,Jan-2023,Q1,Sunday,52,16.06,176.54,True,False
INV00583,2023-01-16,CUST1129,Product8209,Metformin 850Mg,Prescription Drugs,5,703.82,3519.1,2854.88,664.22,East Branch,Cash,2023,1,Jan,Jan-2023,Q1,Monday,3,18.87,703.82,False,True
INV00584,2023-02-03,CUST1045,Product8813,Multivitamin Tablets,Supplements & Vitamins,2,340.23,680.46,375.84,304.62,North Branch,Upi,2023,2,Feb,Feb-2023,Q1,Friday,5,44.77,340.23,False,False
INV00585,2023-02-08,CUST1030,Product7899,Bp Monitor,Medical Devices,6,2269.35,13616.1,11351.54,2264.56,South Branch,Credit Card,2023,2,Feb,Feb-2023,Q1,Wednesday,6,16.63,2269.35,False,True
INV00586,2023-01-04,CUST1137,Product7297,Antacid Syrup,Otc Medicines,4,138.92,555.68,377.32,178.36,North Branch,Upi,2023,1,Jan,Jan-2023,Q1,Wednesday,1,32.1,138.92,False,False
INV00587,2023-09-04,CUST1079,Product1622,Sunscreen Spf50,Cosmetics & Skincare,7,165.34,1157.38,553.76,603.62,Central Branch,Insurance,2023,9,Sep,Sep-2023,Q3,Monday,36,52.15,165.34,False,False
INV00588,2023-07-08,CUST1110,Product5616,Cough Syrup,Otc Medicines,5,26.25,131.25,85.68,45.57,North Branch,Debit Card,2023,7,Jul,Jul-2023,Q3,Saturday,27,34.72,26.25,True,False
INV00589,2023-06-13,CUST1037,Product8675,Baby Food 200G,Baby & Mother Care,3,424.5,1273.5,1009.09,264.41,Central Branch,Insurance,2023,6,Jun,Jun-2023,Q2,Tuesday,24,20.76,424.5,False,False
INV00590,2023-10-06,CUST1089,Product1798,Amlodipine 5Mg,Prescription Drugs,7,320.7,2244.9,1828.0,416.9,Central Branch,Upi,2023,10,Oct,Oct-2023,Q4,Friday,40,18.57,320.7,False,False
INV00591,2023-06-02,CUST1103,Product1731,Antacid Syrup,Otc Medicines,4,37.97,151.88,115.96,35.92,Central Branch,Credit Card,2023,6,Jun,Jun-2023,Q2,Friday,22,23.65,37.97,False,False
INV00592,2023-03-16,CUST1059,Product8099,Vitamin C 500Mg,Otc Medicines,6,141.1,846.6,652.35,194.25,West Branch,Upi,2023,3,Mar,Mar-2023,Q1,Thursday,11,22.94,141.1,False,False
INV00593,2023-12-27,CUST1035,Product7326,B-Complex,Supplements & Vitamins,7,1117.59,7823.13,4279.1,3544.03,West Branch,Cash,2023,12,Dec,Dec-2023,Q4,Wednesday,52,45.3,1117.59,False,True
INV00594,2023-11-01,CUST1072,Product4793,Baby Diaper Pack,Baby & Mother Care,3,1439.68,4319.04,3216.24,1102.8,North Branch,Debit Card,2023,11,Nov,Nov-2023,Q4,Wednesday,44,25.53,1439.68,False,True
INV00595,2023-01-07,CUST1034,Product7691,Hand Sanitizer,Cosmetics & Skincare,3,706.62,2119.86,1323.61,796.25,East Branch,Credit Card,2023,1,Jan,Jan-2023,Q1,Saturday,1,37.56,706.62,True,False
INV00596,2023-12-03,CUST1127,Product8037,Azithromycin 500Mg,Prescription Drugs,2,807.67,1615.34,1245.09,370.25,East Branch,Credit Card,2023,12,Dec,Dec-2023,Q4,Sunday,48,22.92,807.67,True,False
INV00597,2023-03-31,CUST1072,Product7322,Antacid Syrup,Otc Medicines,3,78.45,235.35,188.04,47.31,Central Branch,Debit Card,2023,3,Mar,Mar-2023,Q1,Friday,13,20.1,78.45,False,False
INV00598,2023-06-06,CUST1123,Product4829,Aloe Vera Gel,Cosmetics & Skincare,3,652.43,1957.29,887.36,1069.93,West Branch,Debit Card,2023,6,Jun,Jun-2023,Q2,Tuesday,23,54.66,652.43,False,False
INV00599,2023-06-21,CUST1075,Product6417,Knee Support,Medical Devices,3,3370.31,10110.93,8154.04,1956.89,North Branch,Debit Card,2023,6,Jun,Jun-2023,Q2,Wednesday,25,19.35,3370.31,False,True
INV00600,2023-07-06,CUST1133,Product7146,Digital Thermometer,Medical Devices,2,1585.74,3171.48,2329.24,842.24,North Branch,Debit Card,2023,7,Jul,Jul-2023,Q3,Thursday,27,26.56,1585.74,False,False
INV00601,2023-09-10,CUST1124,Product6969,Hair Oil,Cosmetics & Skincare,6,351.67,2110.02,1229.72,880.3,Central Branch,Cash,2023,9,Sep,Sep-2023,Q3,Sunday,36,41.72,351.67,True,False
INV00602,2023-01-27,CUST1008,Product4662,Ors Sachets,Otc Medicines,6,127.62,765.72,601.72,164.0,South Branch,Insurance,2023,1,Jan,Jan-2023,Q1,Friday,4,21.42,127.62,False,False
INV00603,2023-12-18,CUST1013,Product9737,B-Complex,Supplements & Vitamins,7,1056.66,7396.62,5302.84,2093.78,Central Branch,Insurance,2023,12,Dec,Dec-2023,Q4,Monday,51,28.31,1056.66,False,True
INV00604,2023-03-23,CUST1038,Product3061,Maternity Pads,Baby & Mother Care,4,848.04,3392.16,2665.15,727.01,Central Branch,Upi,2023,3,Mar,Mar-2023,Q1,Thursday,12,21.43,848.04,False,True
INV00605,2023-02-25,CUST1085,Product2045,B-Complex,Supplements & Vitamins,2,227.03,454.06,265.27,188.79,Central Branch,Insurance,2023,2,Feb,Feb-2023,Q1,Saturday,8,41.58,227.03,True,False
INV00606,2023-09-30,CUST1132,Product1596,Protein Powder,Supplements & Vitamins,2,831.18,1662.36,1072.65,589.71,South Branch,Credit Card,2023,9,Sep,Sep-2023,Q3,Saturday,39,35.47,831.18,True,False
INV00607,2023-11-21,CUST1016,Product7852,Triphala Churna,Herbal & Ayurvedic,6,389.95,2339.7,1289.13,1050.57,Central Branch,Insurance,2023,11,Nov,Nov-2023,Q4,Tuesday,47,44.9,389.95,False,False
INV00608,2023-11-16,CUST1110,Product8104,Paracetamol 500Mg,Otc Medicines,2,20.07,40.14,24.77,15.37,South Branch,Upi,2023,11,Nov,Nov-2023,Q4,Thursday,46,38.29,20.07,False,False
INV00609,2023-03-23,CUST1059,Product2567,Ashwagandha Tablets,Herbal & Ayurvedic,1,141.95,141.95,93.99,47.96,East Branch,Debit Card,2023,3,Mar,Mar-2023,Q1,Thursday,12,33.79,141.95,False,False
INV00610,2023-03-11,CUST1106,Product5567,Amlodipine 5Mg,Prescription Drugs,2,165.16,330.32,288.8,41.52,South Branch,Credit Card,2023,3,Mar,Mar-2023,Q1,Saturday,10,12.57,165.16,True,False
INV00611,2023-06-20,CUST1079,Product7801,Omeprazole 20Mg,Prescription Drugs,2,428.2,856.4,652.36,204.04,Central Branch,Credit Card,2023,6,Jun,Jun-2023,Q2,Tuesday,25,23.83,428.2,False,False
INV00612,2023-07-15,CUST1106,Product8942,Chyawanprash 500G,Herbal & Ayurvedic,3,96.5,289.5,190.19,99.31,East Branch,Credit Card,2023,7,Jul,Jul-2023,Q3,Saturday,28,34.3,96.5,True,False
INV00613,2023-02-21,CUST1029,Product3964,Teething Gel,Baby & Mother Care,2,862.99,1725.98,1072.82,653.16,South Branch,Debit Card,2023,2,Feb,Feb-2023,Q1,Tuesday,8,37.84,862.99,False,False
INV00614,2023-07-03,CUST1072,Product1240,Ors Sachets,Otc Medicines,1,22.3,22.3,16.04,6.26,East Branch,Insurance,2023,7,Jul,Jul-2023,Q3,Monday,27,28.07,22.3,False,False
INV00615,2023-11-12,CUST1022,Product3173,Ciprofloxacin 500Mg,Prescription Drugs,7,224.09,1568.63,1240.96,327.67,East Branch,Upi,2023,11,Nov,Nov-2023,Q4,Sunday,45,20.89,224.09,True,False
INV00616,2023-06-07,CUST1017,Product2317,Glucometer,Medical Devices,1,2018.53,2018.53,1376.64,641.89,South Branch,Credit Card,2023,6,Jun,Jun-2023,Q2,Wednesday,23,31.8,2018.53,False,False
INV00617,2023-02-25,CUST1035,Product2916,Maternity Pads,Baby & Mother Care,1,1285.15,1285.15,818.43,466.72,East Branch,Cash,2023,2,Feb,Feb-2023,Q1,Saturday,8,36.32,1285.15,True,False
INV00618,2023-06-28,CUST1021,Product9683,Amlodipine 5Mg,Prescription Drugs,5,499.37,2496.85,2166.12,330.73,North Branch,Debit Card,2023,6,Jun,Jun-2023,Q2,Wednesday,26,13.25,499.37,False,False
INV00619,2023-03-06,CUST1017,Product1534,Protein Powder,Supplements & Vitamins,6,163.89,983.34,611.69,371.65,West Branch,Credit Card,2023,3,Mar,Mar-2023,Q1,Monday,10,37.79,163.89,False,False
INV00620,2023-10-29,CUST1078,Product9518,Neem Capsules,Herbal & Ayurvedic,5,227.78,1138.9,812.65,326.25,Central Branch,Insurance,2023,10,Oct,Oct-2023,Q4,Sunday,43,28.65,227.78,True,False
INV00621,2023-05-20,CUST1129,Product1437,Omega-3 Capsules,Supplements & Vitamins,2,353.99,707.98,451.83,256.15,North Branch,Insurance,2023,5,May,May-2023,Q2,Saturday,20,36.18,353.99,True,False
INV00622,2023-02-14,CUST1135,Product4918,Tulsi Drops,Herbal & Ayurvedic,2,125.47,250.94,173.95,76.99,North Branch,Credit Card,2023,2,Feb,Feb-2023,Q1,Tuesday,7,30.68,125.47,False,False
